id	sentence	e1_mention	e2_mention	relation
267_Sectime12	 CXR confirmed good position and no PTx .Admission Date : 2013-09-22 Discharge Date : 2013-09-26 Service : SURGERY History of Present Illness : 79F Pmhx CHF,COPD , found down at home , pulseless - CPR initiated w/ conciousness regained on scene .	[PTx | PROBLEM]	[2013-09-26 | DATE]	Before
392_SECTIME23	 Throught the stay his labs remained normal and his pain controlled .Admission Date : 2019-10-10 Discharge Date : 2019-10-19 Service : ORTHOPAEDICS History of Present Illness : Mr.	[his labs | TEST]	[2019-10-19 | DATE]	Before
73_TL46	 Cholangiogram on postoperative day number two showed no evidence of leakage at the anastomosis site 	[leakage at the anastomosis site | PROBLEM]	[showed | EVIDENTIAL]	Before
398_SECTIME7	  He was treated with vancomycin and ceftazidime while awaiting wound cultures .Admission Date :  02/03/1992  Discharge Date :  02/07/1992  HISTORY OF PRESENT ILLNESS :  The patient is a 48-year-old white man who is 20 days status post orthotopic cardiac transplant who was readmitted for sternal wound infection .	[vancomycin | TREATMENT]	[02/07/1992 | DATE]	Before
516_SECTIME113	 He remained chest pain free throughout his admission .ADMISSION DATE : 10/14/96 DISCHARGE DATE : 10/27/96 date of birth ; September 30 , 1917 THER PROCEDURES : arterial catheterization on 10/14/96 , head CT scan on 10/14/96 HISTORY AND REASON FOR HOSPITALIZATION : Granrivern Call is a 79-year-old right handed white male with a history of questionable progressive supranuclear palsy , atrial fibrillation , deep venous thrombosis , and pulmonary embolus who presents with a change in mental status and a fall at home .	[chest pain | PROBLEM]	[10/27/96 | DATE]	Before
458_SECTIME14	 HOSPITAL COURSE : He was admitted , taken to the operating room where he underwent L5-S1 right hemilaminectomy and discectomy .Admission Date : 01/17/1993 Discharge Date : 01/21/1993 HISTORY OF PRESENT ILLNESS : The patient is a 42 year old gentleman who suffered lower back pain during an accident at work in 1990 .	[discectomy | TREATMENT]	[01/21/1993 | DATE]	Before
791_SECTIME29	 He was treated broadly with amp , levo and Flagyl .Admission Date : 01/08/2001 Discharge Date : 01/30/2001 HISTORY OF PRESENT ILLNESS : This is a 61 year old male with a history of diabetes , coronary artery disease , hepatitis C , and asthma who was diagnosed recently with pancreatic cancer after he presented to Seph and apos;sju Memorial after a motor vehicle accident .	[amp | TREATMENT]	[01/30/2001 | DATE]	Before
108_SECTIME64	 He was subsequently restared on Vancomycin for Corynebacterium in blood cx from Fri ; Followup cx has been NGTD .Admission Date : 2020-03-11 Discharge Date : 2020-03-23 Service : MEDICINE History of Present Illness : 73 yo M transferred from Newton-Wellesley Hospital hospital for epidural abscess .	[Corynebacterium | PROBLEM]	[2020-03-23 | DATE]	Before
786_SECTIME10	 HOSPITAL COURSE : The patient was admitted on 05/16/2004 for bowel preparation before the surgery .ADMISSION DATE : 05/16/2004 DISCHARGE DATE : 05/26/2004 HISTORY OF THE PRESENT ILLNESS AND REASON FOR HOSPITALIZATION : 64-year-old G5P5 postmenopausal for 10 years with a history of two months of progressive abdominal distention , crampy abdominal pain , urinary frequency and diarrhea .	[the surgery | TREATMENT]	[05/26/2004 | DATE]	Before
547_Sectime129	 FEN : She was NPO with a decrease in her mental status .Admission Date : 2015-09-30 Discharge Date : 2015-10-02 Service : MEDICAL ICU HISTORY OF PRESENT ILLNESS : This is a 57-year-old nursing home resident female , who had been in her usual state of health until about three weeks ago when the daughter noted she was sleeping more .	[a decrease in her mental status | PROBLEM]	[2015-10-02 | DATE]	Before
402_TL61	 She was bolused w/out effect and had little response to neo so she was changed to levophed , given doses of cipro / vanco / gent and transferred to the CMED CSRU for management . UCx grew proteus and her abx were changed to levaquin alone and she remained afebrile for > 24hr on this regimen .	[gent | TREATMENT]	[changed | OCCURRENCE]	Before
792_SECTIME61	 She presented with three days of general malaise , nausea , vomiting , shortness of breath , cough productive of white sputum . She came to the Emergency Department on the 2011-03-10 , with temperature of 99.	[cough | PROBLEM]	[2011-03-10 | DATE]	Before
93_TL9	 Admitted to Bay State Medical Center Hospital in 2012-10-22 in congestive heart failure at that time .Admission Date : 2013-02-12 Discharge Date : 2013-02-16 Service : CARDIOTHORACIC HISTORY OF PRESENT ILLNESS : The patient was referred from an outside hospital with a chief complaint of increasing shortness of breath and tires easily with exertion .	[Admitted | OCCURRENCE]	[Admission | OCCURRENCE]	Before
717_SECTIME103	 This resolved with Tylenol and as needed doses of oxycodone .Admission Date : 2011-11-18 Discharge Date : 2011-11-22 Service : CCU HISTORY OF PRESENT ILLNESS : The patient is a 61 - year-old Caucasian-speaking woman with a history of hypercholesterolemia and tobacco use who developed waxing and waning left substernal chest pain with radiation to the left shoulder on 2011-11-17 which lasted that entire day .	[This | PROBLEM]	[2011-11-22 | DATE]	Before
53_SECTIME3	 In addition , the patient received the above-described diagnostic procedures , which demonstrated injuries limited to a posterior scalp laceration , left fractured clavicle , left fractured radius , right thigh hematoma , and right leg laceration . On 2010-07-01 , the patient was discharged from the hospital with instructions for follow up care on return to the United Kingdom .	[left fractured clavicle | PROBLEM]	[2010-07-01 | DATE]	Before
378_SECTIME13	 He had been started on Heparin from the time of his admission .ADMISSION DATE : 10/24/96 DISCHARGE DATE : Halloween OTHER PROCEDURES : Echocardiogram , neurovascular ultrasound .	[Heparin | TREATMENT]	[Halloween | DATE]	Before
368_TL42	 Her wounds healed well without incident and the needle jejunostomy tube was utilized on the first postoperative day right up until the time of discharge , infusing Vivonex T. The patient 's postoperative course was for the most part unremarkable .	[Her wounds | PROBLEM]	[postoperative course | TREATMENT]	Before
526_SECTIME91	 The patient  and apos;s antibiotics were changed to clindamycin 300 mg q.Admission Date : 09/26/2001 Discharge Date : 10/06/2001 HISTORY OF PRESENT ILLNESS : The patient is a 60-year-old male with a past medical history notable for coronary artery disease and CABG x2 in 2001 .	[antibiotics | TREATMENT]	[10/06/2001 | DATE]	Before
423_SECTIME14	 She had a workup by her neurologist and an MRI revealed a C5-6 disc herniation with cord compression and a T2 signal change at that level .ADMISSION DATE : 06/02/2005 DISCHARGE DATE : 06/05/2005 HISTORY OF PRESENT ILLNESS : The patient is a 63-year-old female with a three-year history of bilateral hand numbness and occasional weakness .	[revealed | EVIDENTIAL]	[06/05/2005 | DATE]	Before
791_SECTIME140	 The patient initially came for workup of pancreatic cancer with a questions of palliative chemotherapy .Admission Date : 01/08/2001 Discharge Date : 01/30/2001 HISTORY OF PRESENT ILLNESS : This is a 61 year old male with a history of diabetes , coronary artery disease , hepatitis C , and asthma who was diagnosed recently with pancreatic cancer after he presented to Seph and apos;sju Memorial after a motor vehicle accident .	[workup | TEST]	[01/30/2001 | DATE]	Before
312_SECTIME113	 Endocrinologically , BG was monitored to improve outcome in ICU setting though he had no history of DM .Admission Date : 2019-03-29 Discharge Date : 2019-04-01 Service : NEUROLOGY History of Present Illness : The patient is a 83 yo R-handed man with a history of multiple intracranial hemorrhages during the last few years , pacemaker , hyperlipidemia , arrhythmia who now presents with gradual decline in gait and slowing of mentation over the last week .	[improve outcome | OCCURRENCE]	[2019-04-01 | DATE]	Before
222_SECTIME124	 He received 1 mg IV Narcan ( numerous bottles of oxycontin , percocet were found in room ); his pupils dilated to ~ 8 mm and he became combative / agitated .Admission Date : 2012-03-23 Discharge Date : 2012-03-26 Service : MEDICINE History of Present Illness : 39 year old male w/ h/o low back pain on chronic narcotics presents after being found unresponsive at home .	[percocet | TREATMENT]	[2012-03-23 | DATE]	Before
371_SECTIME5	 Her vaginal pack was removed on the second postoperative day as well as the Foley catheter .ADMISSION DATE : 06/26/94 DISCHARGE DATE : 06/30/94 HISTORY OF PRESENT ILLNESS : The patient is an 81 year old female , G2 , P2 , who status post total abdominal hysterectomy-bilateral salpingo-oophorectomy one years ago for a mixed mesodermal cancer who presents with vaginal apex recurrence .	[Her vaginal pack | TREATMENT]	[06/30/94 | DATE]	Before
168_Sectime6	Admission Date : 2017-08-12 Discharge Date : 2017-08-16 Service : SURGERY Allergies : History of Present Illness : 22 year old female transfer from outside hospital after a motor vehicle accident with diagnosed liver laceration by CT scan 	[CT scan | TEST]	[2017-08-12 | DATE]	Before
202_SECTIME174	 Fevers also may be from head bleed , cancer , or drug .Admission Date : 2016-05-10 Discharge Date : 2016-05-16 Service : MEDICINE History of Present Illness : 30-year-old woman with metastatic squamous cell carcinoma of unknown primary .	[head bleed | PROBLEM]	[2016-05-16 | DATE]	Before
502_SECTIME99	 He was transfered to the step down unit and had his lumbar drain slowly weaned .Admission Date : 2012-05-24 Discharge Date : 2012-06-19 Service : NEUROSURGERY History of Present Illness : 57 yo right handed male with seizure history since 1988 , s/p craniotomies x 3 ( most recently 05-05 ) for oligodendroglioma .	[the step down unit | CLINICAL_DEPT]	[2012-06-19 | DATE]	Before
386_SECTIME15	 His nasogastric tube was discontinued and he was begun on clear liquids and subsequently advanced to a regular diet without difficulty .ADMISSION DATE : 10-01-94 DISCHARGE DATE : 10-10-94 HISTORY OF PRESENT ILLNESS : The patient is a 60 year old diabetic who underwent an APR in 1989 for rectal carcinoma and has been doing following radiation therapy and 5FU .	[His nasogastric tube | TREATMENT]	[10-10-94 | DATE]	Before
131_SECTIME114	 Bone scan showed degenerative joint disease in the shoulders and lumbar spine as well as increased radio chaser uptake in the breast bilaterally .Admission Date : 01/05/1994 Discharge Date : 01/25/1994 HISTORY OF PRESENT ILLNESS : The patient is a 49 year old woman with a metastatic adenocarcinoma of the breast who is status post high dose chemotherapy with PBSE and CCSS support ending June 1994 .	[Bone scan | TEST]	[01/05/1994 | DATE]	Before
631_SECTIME142	 The patient received chest physical therapy bid .7 on 10/23/97 .	[chest physical therapy | TREATMENT]	[10/23/97 | DATE]	Before
527_SECTIME167	 He returned to the Wing Memorial Medical Center intubated from an outside hospital on 2017-02-04 , for respiratory failure and was sent to CMED CSRU 	[returned | OCCURRENCE]	[2017-02-04 | DATE]	Before
193_SECTIME64	 PTT of 38. Patient left on 2014-04-09 with VNA to home .	[PTT | TEST]	[2014-04-09 | DATE]	Before
416_TL41	 The patient required high pressures to ventilate adequately , possibly related to an abdominal compartment syndrome 	[high pressures | TREATMENT]	[ventilate adequately | OCCURRENCE]	Before
722_SECTIME44	9 and antibiotic coverage broadend to Unasyn , Ceftriaxone , Flagyl because she continued to spike , and for SBP prophylaxis .Admission Date : 2013-10-27 Discharge Date : 2013-11-03 Service : MEDICINE History of Present Illness : 42 year old female with h/o cholangiocarcinoma dx in 2009 s/p resection , with recent CT showing met cholangiocarcinoma in 9/2004 .	[SBP prophylaxis | TREATMENT]	[2013-11-03 | DATE]	Before
447_SECTIME84	 Her PT on the day of discharge was 13.Admission Date : 09/07/1992 Discharge Date : 09/12/1992 HISTORY OF PRESENT ILLNESS : The patient is a 31 year old gravida 0 with stage IV endometrial cancer and stage III-C ovarian cancer vs metastatic endometrial cancer for line 2 , cycle 1 chemotherapy .	[Her PT | TEST]	[09/12/1992 | DATE]	Before
208_SECTIME248	 atelectasis , levoflox started 05-24 and subsequently stopped ( no consolidations on CXR and afebrile ).Admission Date : 2018-05-26 Discharge Date : 2018-05-31 Service : MEDICINE History of Present Illness : 82 F with h/o COPD , CAD , pafib and SSS s/p pacer on 05-08 for symptomatic pauses is transferred for large pericardial effusion ? needing drainage and CHF .	[levoflox | TREATMENT]	[2018-05-31 | DATE]	Before
36_Sectime2	 They last a few seconds on the left side and are not associated with sweating , nausea , vomiting or syncope .Admission Date : 02/01/2002 Discharge Date : 02/08/2002 HISTORY OF PRESENT ILLNESS : Saujule Study is a 77-year-old woman with a history of obesity and hypertension who presents with increased shortness of breath x 5 days .	[vomiting | PROBLEM]	[02/01/2002 | DATE]	Before
